data_pregao,codigo_bdi,codigo_negociacao,tipo_mercado,nome_empresa,especificacao_papel,moeda,preco_abertura,preco_maximo,preco_minimo,preco_medio,preco_ultimo,preco_melhor_oferta_compra,preco_melhor_oferta_venda,numero_negocios,quantidade_total,volume_total
20030212,62,CPLE6T,030,CPLE,PNB*,R$,8.0,8.14,8.0,8.1,8.14,0.0,0.0,4,8000000,64824.06
20030212,62,CRUZ3T,030,CRUZ,ON,R$,18.62,18.79,18.44,18.62,18.79,0.0,0.0,8,10000,186234.78
20030212,62,CSPC4T,030,CSPC,PN,R$,0.33,0.34,0.33,0.33,0.34,0.0,0.0,2,410000,137640.69
20030212,62,CSPC4T,030,CSPC,PN,R$,0.34,0.35,0.34,0.34,0.35,0.0,0.0,2,270000,92459.07
20030212,62,EBTP3T,030,EBTP,ON *,R$,3.7,3.7,3.69,3.69,3.69,0.0,0.0,2,500000,1846.03
20030212,62,EBTP3T,030,EBTP,ON *,R$,3.79,3.79,3.78,3.78,3.78,0.0,0.0,2,500000,1893.98
20030212,62,EBTP4T,030,EBTP,PN *,R$,3.19,3.21,3.13,3.16,3.17,0.0,0.0,24,116500000,368896.39
20030212,62,EBTP4T,030,EBTP,PN *,R$,3.24,3.25,3.2,3.23,3.22,0.0,0.0,12,19100000,61732.09
20030212,62,EBTP4T,030,EBTP,PN *,R$,3.25,3.25,3.24,3.24,3.24,0.0,0.0,2,500000,1624.47
20030212,62,EBTP4T,030,EBTP,PN *,R$,3.21,3.22,3.21,3.21,3.22,0.0,0.0,2,1000000,3218.11
20030212,62,EBTP4T,030,EBTP,PN *,R$,3.31,3.31,3.25,3.29,3.26,0.0,0.0,4,13000000,42857.04
20030212,78,EBTPB8,070,EBTP,PN *,R$,0.7,0.7,0.7,0.7,0.7,0.65,0.8,5,6100000,4270.0
20030212,78,EBTPB10,070,EBTP,PN *,R$,0.34,0.34,0.28,0.29,0.3,0.25,0.35,20,92500000,27215.0
20030212,78,EBTPB14,070,EBTP,PN *,R$,0.13,0.14,0.05,0.05,0.05,0.02,0.05,9,65700000,3888.0
20030212,78,EBTPB19,070,EBTP,PN *,R$,0.02,0.02,0.02,0.02,0.02,0.01,0.02,3,11000000,220.0
20030212,78,EBTPC7,070,EBTP,PN *,R$,0.08,0.1,0.08,0.08,0.09,0.08,0.12,9,7600000,651.0
20030212,78,EBTPC24,070,EBTP,PN *,R$,0.25,0.25,0.24,0.24,0.24,0.2,0.29,4,2000000,495.0
20030212,78,EBTPC25,070,EBTP,PN *,R$,0.14,0.17,0.12,0.15,0.15,0.15,0.25,8,17000000,2690.0
20030212,62,ELET3T,030,ELET,ON *,R$,18.5,18.55,18.49,18.52,18.51,0.0,0.0,5,2400000,44462.75
20030212,62,ELET3T,030,ELET,ON *,R$,18.82,18.96,18.81,18.95,18.96,0.0,0.0,4,24400000,462535.35
20030212,62,ELET3T,030,ELET,ON *,R$,18.89,18.89,18.88,18.88,18.88,0.0,0.0,2,10000000,188879.6
20030212,62,ELET6T,030,ELET,PNB*,R$,18.85,19.33,18.85,18.96,19.32,0.0,0.0,6,18000000,341418.24
20030212,62,ELET6T,030,ELET,PNB*,R$,19.09,19.71,19.09,19.6,19.66,0.0,0.0,10,50300000,986129.15
20030212,62,ELET6T,030,ELET,PNB*,R$,19.88,19.89,19.88,19.88,19.89,0.0,0.0,2,2000000,39774.18
20030212,62,ELPL4T,030,ELPL,PN *,R$,23.32,23.49,23.32,23.35,23.49,0.0,0.0,4,3600000,84081.39
20030212,62,ELPL4T,030,ELPL,PN *,R$,23.47,23.48,23.47,23.47,23.48,0.0,0.0,2,2100000,49301.0
20030212,62,ELPL4T,030,ELPL,PN *,R$,23.85,23.86,23.73,23.75,23.74,0.0,0.0,6,11000000,261343.57
20030212,62,EMBR3T,030,EMBR,ON,R$,9.96,9.97,9.96,9.96,9.97,0.0,0.0,2,7100,70762.86
20030212,62,EMBR3T,030,EMBR,ON,R$,10.28,10.29,10.28,10.28,10.29,0.0,0.0,2,8000,82304.0
20030212,62,EMBR3T,030,EMBR,ON,R$,10.26,10.27,10.26,10.26,10.27,0.0,0.0,2,5000,51324.16
20030212,82,EMBRW1,080,EMBR,PN,R$,3.22,3.22,3.22,3.22,3.22,0.0,0.0,1,100,322.0
20030212,62,EMBR4T,030,EMBR,PN,R$,11.42,11.43,11.42,11.42,11.43,0.0,0.0,2,500,5713.85
20030212,62,EMBR4T,030,EMBR,PN,R$,11.58,11.59,11.58,11.58,11.59,0.0,0.0,2,14000,162241.97
20030212,62,EMBR4T,030,EMBR,PN,R$,11.67,11.68,11.67,11.67,11.68,0.0,0.0,2,1000,11677.5
20030212,62,EMBR4T,030,EMBR,PN,R$,11.87,11.87,11.86,11.86,11.86,0.0,0.0,2,2000,23727.64
20030212,78,EMBRD18,070,EMBR,PN,R$,0.05,0.05,0.05,0.05,0.05,0.0,0.0,1,100,5.0
20030212,82,EMBRP18,080,EMBR,PN,R$,3.75,3.75,3.75,3.75,3.75,0.0,3.78,1,100,375.0
20030212,62,GGBR4T,030,GGBR,PN *    N1,R$,30.73,32.51,30.72,31.69,32.21,0.0,0.0,12,3700000,117276.48
20030212,62,GGBR4T,030,GGBR,PN *    N1,R$,33.98,33.98,33.97,33.97,33.97,0.0,0.0,2,10000000,339771.32
20030212,62,GOAU4T,030,GOAU,PN *,R$,53.97,53.98,53.97,53.97,53.98,0.0,0.0,2,200000,10795.2
20030212,32,IBOVB9E,012,IBOV,IBO,R$,9000.0,9000.0,9000.0,9000.0,9000.0,0.0,0.0,4,2500,22500000.0
20030212,32,IBOVB10E,012,IBOV,IBO,R$,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,8,2900,29000000.0
20030212,33,IBOVN11E,013,IBOV,IBO,R$,11000.0,11000.0,11000.0,11000.0,11000.0,0.0,0.0,17,5200,57200000.0
20030212,33,IBOVN12E,013,IBOV,IBO,R$,12000.0,12000.0,12000.0,12000.0,12000.0,0.0,0.0,2,200,2400000.0
20030212,33,IBOVN13E,013,IBOV,IBO,R$,13000.0,13000.0,13000.0,13000.0,13000.0,0.0,0.0,3,600,7800000.0
20030212,74,IBOVD10,070,IBOV,IBO,R$,1125.0,1135.0,1125.0,1133.33,1135.0,0.0,0.0,2,600,680000.0
20030212,74,IBOVD11,070,IBOV,IBO,R$,555.0,555.0,555.0,555.0,555.0,0.0,0.0,1,200,111000.0
20030212,74,IBOVD12,070,IBOV,IBO,R$,210.0,210.0,195.0,200.62,195.0,0.0,0.0,3,800,160500.0
20030212,75,IBOVP10,080,IBOV,IBO,R$,265.0,265.0,245.0,255.0,245.0,0.0,0.0,2,200,51000.0
20030212,75,IBOVP12,080,IBOV,IBO,R$,1200.0,1200.0,1200.0,1200.0,1200.0,0.0,0.0,1,300,360000.0
20030212,62,INEP4T,030,INEP,PN *,R$,0.52,0.52,0.51,0.51,0.51,0.0,0.0,2,5000000,2592.58
20030212,62,ITAU3T,030,ITAU,ON *EJ  N1,R$,152.53,152.54,152.53,152.53,152.54,0.0,0.0,2,10000,1525.35
20030212,62,ITAU4T,030,ITAU,PN *EJ  N1,R$,162.7,162.71,162.7,162.7,162.71,0.0,0.0,2,150000,24406.46
20030212,62,ITSA4T,030,ITSA,PN      N1,R$,1.91,1.92,1.91,1.91,1.92,0.0,0.0,2,5000,9559.8
20030212,62,ITSA4T,030,ITSA,PN      N1,R$,1.99,1.99,1.98,1.98,1.98,0.0,0.0,2,2000,3964.78
20030212,62,LIGH3T,030,LIGH,ON *,R$,29.69,29.69,29.68,29.68,29.68,0.0,0.0,2,670000,19888.82
20030212,62,LIGH3T,030,LIGH,ON *,R$,28.97,29.35,28.96,29.25,29.35,0.0,0.0,4,900000,26332.57
20030212,62,MEND6T,030,MEND,PNB*,R$,53.8,53.81,53.8,53.8,53.81,0.0,0.0,2,500000,26902.5
20030212,62,PETR3T,030,PETR,ON,R$,53.24,53.25,53.24,53.24,53.25,0.0,0.0,2,200,10649.97
20030212,62,PETR4T,030,PETR,PN,R$,47.51,47.88,47.18,47.36,47.88,0.0,0.0,16,36300,1719223.54
20030212,62,PETR4T,030,PETR,PN,R$,47.23,47.24,47.23,47.23,47.24,0.0,0.0,2,5000,236197.5
20030212,62,PETR4T,030,PETR,PN,R$,47.89,48.46,47.89,48.37,48.15,0.0,0.0,8,10500,507986.46
20030212,62,PETR4T,030,PETR,PN,R$,48.78,48.89,48.77,48.87,48.88,0.0,0.0,4,21300,1041017.18
20030212,62,PETR4T,030,PETR,PN,R$,49.04,49.05,49.04,49.04,49.05,0.0,0.0,2,300,14712.05
20030212,62,PETR4T,030,PETR,PN,R$,49.94,49.95,49.94,49.94,49.95,0.0,0.0,2,1500,74913.17
20030212,78,PETRB42,070,PETR,PN,R$,5.0,5.0,4.9,4.97,4.9,4.51,5.45,2,1300,6470.0
20030212,78,PETRB44,070,PETR,PN,R$,2.82,3.0,2.82,2.89,3.0,3.0,3.3,3,1700,4920.0
20030212,78,PETRB46,070,PETR,PN,R$,1.0,1.4,1.0,1.09,1.31,1.31,1.6,22,13300,14627.0
20030212,78,PETRB48,070,PETR,PN,R$,0.35,0.4,0.2,0.29,0.4,0.33,0.4,31,24100,7093.0
20030212,78,PETRB50,070,PETR,PN,R$,0.1,0.15,0.05,0.07,0.07,0.06,0.09,38,108100,8634.0
20030212,78,PETRB52,070,PETR,PN,R$,0.03,0.05,0.02,0.03,0.03,0.02,0.03,14,35300,1147.0
20030212,78,PETRD48,070,PETR,PN,R$,3.2,3.4,3.2,3.29,3.4,3.2,0.0,4,3200,10540.0
20030212,78,PETRB54,070,PETR,PN,R$,0.02,0.02,0.02,0.02,0.02,0.02,0.1,4,3300,66.0
20030212,78,PETRC46,070,PETR,PN,R$,3.1,3.15,3.1,3.11,3.15,3.2,3.5,3,3000,9350.0
20030212,78,PETRC48,070,PETR,PN,R$,2.0,2.1,1.9,2.01,2.0,1.9,2.0,27,24300,48881.0
20030212,78,PETRC50,070,PETR,PN,R$,1.08,1.2,1.0,1.08,1.1,1.1,1.2,51,38700,41844.0
20030212,78,PETRC52,070,PETR,PN,R$,0.63,0.75,0.63,0.69,0.7,0.65,0.7,36,74600,52054.0
20030212,78,PETRC54,070,PETR,PN,R$,0.38,0.44,0.35,0.39,0.43,0.35,0.43,14,20500,8005.0
20030212,78,PETRC44,070,PETR,PN,R$,4.06,4.06,4.06,4.06,4.06,4.11,0.0,1,1000,4060.0
20030212,62,PLDN4T,030,PLDN,PN *,R$,243.87,243.88,243.87,243.87,243.88,0.0,0.0,2,700000,170710.83
20030212,62,PLIM4T,030,PLIM,PN      N2,R$,0.31,0.32,0.31,0.31,0.32,0.0,0.0,2,100000,31657.2
20030212,62,PLIM4T,030,PLIM,PN      N2,R$,0.33,0.34,0.32,0.32,0.33,0.0,0.0,6,105000,33817.95
20030212,62,PLIM4T,030,PLIM,PN      N2,R$,0.33,0.34,0.33,0.33,0.34,0.0,0.0,2,50000,16910.4
20030212,78,PLIMB2,070,PLIM,PN      N2,R$,0.11,0.11,0.11,0.11,0.11,0.1,0.12,2,200000,22000.0
20030212,78,PLIMB3,070,PLIM,PN      N2,R$,0.02,0.02,0.01,0.01,0.01,0.0,0.01,18,334400,3359.0
20030212,78,PLIMC4,070,PLIM,PN      N2,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.01,1,30000,300.0
20030212,78,PLIMC3,070,PLIM,PN      N2,R$,0.04,0.05,0.04,0.04,0.05,0.03,0.05,6,38000,1550.0
20030212,62,PQUN4T,030,PQUN,PN,R$,6.84,6.85,6.84,6.84,6.85,0.0,0.0,2,21500,147136.11
20030212,62,PRGA4T,030,PRGA,PN      N1,R$,10.5,10.51,10.5,10.5,10.51,0.0,0.0,4,13000,136573.96
20030212,62,PTIP4T,030,PTIP,PN *,R$,7.36,7.37,7.36,7.36,7.37,0.0,0.0,2,1500000,11052.57
20030212,62,RAPT4T,030,RAPT,PN *    N1,R$,1.08,1.09,1.08,1.08,1.09,0.0,0.0,2,50000000,54404.15
20030212,62,RHDS3T,030,RHDS,ON,R$,0.08,0.09,0.08,0.08,0.09,0.0,0.0,2,2700000,223970.4
20030212,62,RPSA4T,030,RPSA,PN      N1,R$,1.38,1.38,1.37,1.37,1.37,0.0,0.0,2,100000,137921.0
20030212,62,RPSA4T,030,RPSA,PN      N1,R$,1.4,1.41,1.4,1.4,1.41,0.0,0.0,2,11000,15430.23
20030212,62,SBSP3T,030,SBSP,ON *    NM,R$,88.42,91.34,88.42,89.07,91.34,0.0,0.0,4,900000,80167.69
20030212,62,SBSP3T,030,SBSP,ON *    NM,R$,91.68,91.69,91.68,91.68,91.69,0.0,0.0,2,3200000,293385.81
20030212,62,SBSP3T,030,SBSP,ON *    NM,R$,93.32,93.33,93.32,93.32,93.33,0.0,0.0,2,400000,37328.08
20030212,62,SDIA4T,030,SDIA,PN  EJ  N1,R$,1.21,1.21,1.2,1.2,1.2,0.0,0.0,2,20000,24026.1
20030212,62,SDIA4T,030,SDIA,PN  EJ  N1,R$,1.23,1.23,1.22,1.22,1.22,0.0,0.0,4,28000,34177.68
20030212,62,SDIA4T,030,SDIA,PN  EJ  N1,R$,1.25,1.25,1.24,1.24,1.24,0.0,0.0,2,38000,47323.68
20030212,62,SDIA4T,030,SDIA,PN  EJ  N1,R$,1.24,1.24,1.23,1.23,1.23,0.0,0.0,2,15000,18528.3
20030212,62,TCOC4T,030,TCOC,PN *,R$,4.48,4.48,4.34,4.46,4.35,0.0,0.0,6,21200000,94751.57
20030212,62,TCOC4T,030,TCOC,PN *,R$,4.53,4.54,4.53,4.53,4.54,0.0,0.0,2,10000000,45341.0
20030212,62,TCSL3T,030,TCSL,ON *,R$,1.71,1.72,1.7,1.71,1.71,0.0,0.0,4,38000000,65227.59
20030212,62,TCSL4T,030,TCSL,PN *,R$,2.43,2.44,2.43,2.43,2.44,0.0,0.0,2,300000,731.71
20030212,62,TLCP3T,030,TLCP,ON *,R$,0.45,0.46,0.45,0.45,0.46,0.0,0.0,4,120000000,54918.0
20030212,62,TMAR5T,030,TMAR,PNA*,R$,39.21,39.64,39.2,39.2,39.64,0.0,0.0,4,78800000,3089574.77
20030212,62,TMCP4T,030,TMCP,PN *,R$,2.54,2.55,2.52,2.53,2.53,0.0,0.0,8,51500000,130756.47
20030212,62,TMCP4T,030,TMCP,PN *,R$,2.6,2.6,2.58,2.59,2.59,0.0,0.0,6,400000000,1036706.53
20030212,62,TMCP4T,030,TMCP,PN *,R$,2.61,2.66,2.6,2.62,2.66,0.0,0.0,4,30000000,78774.88
20030212,62,TNCP4T,030,TNCP,PN *,R$,0.34,0.35,0.34,0.34,0.35,0.0,0.0,2,100000000,34578.0
20030212,62,TNCP4T,030,TNCP,PN *,R$,0.35,0.36,0.35,0.35,0.36,0.0,0.0,2,30000000,10585.56
20030212,62,TNEP4T,030,TNEP,PN *,R$,2.48,2.49,2.48,2.48,2.49,0.0,0.0,2,5000000,12407.4
20030212,62,TNEP4T,030,TNEP,PN *,R$,2.56,2.57,2.56,2.56,2.57,0.0,0.0,2,2500000,6420.66
20030212,62,TNLP3T,030,TNLP,ON *,R$,18.6,18.61,18.6,18.6,18.61,0.0,0.0,2,1700000,31629.0
20030212,78,TNLPB22,070,TNLP,PN *,R$,4.3,4.65,4.3,4.49,4.55,4.55,4.6,29,48600000,218513.0
20030212,78,TNLPB24,070,TNLP,PN *,R$,2.47,2.73,2.35,2.52,2.55,2.55,2.6,705,1640000000,4143940.0
20030212,78,TNLPB26,070,TNLP,PN *,R$,0.7,0.88,0.61,0.73,0.8,0.8,0.81,6009,18268300000,13407174.0
20030212,78,TNLPB28,070,TNLP,PN *,R$,0.05,0.05,0.02,0.03,0.03,0.02,0.03,345,4464300000,160035.0
20030212,78,TNLPB30,070,TNLP,PN *,R$,0.01,0.02,0.01,0.01,0.01,0.0,0.01,111,2907300000,29287.0
20030212,78,TNLPB32,070,TNLP,PN *,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.01,4,22500000,225.0
20030212,62,TNLP4T,030,TNLP,PN *,R$,25.88,25.89,25.74,25.85,25.74,0.0,0.0,4,3700000,95666.13
20030212,62,TNLP4T,030,TNLP,PN *,R$,26.36,26.37,26.23,26.28,26.24,0.0,0.0,4,6200000,162978.3
20030212,78,TNLPC26,070,TNLP,PN *,R$,1.1,1.13,0.98,1.05,1.05,1.05,1.06,1470,4246700000,4499476.0
20030212,78,TNLPC28,070,TNLP,PN *,R$,0.41,0.43,0.38,0.4,0.4,0.4,0.41,1031,4005000000,1616972.0
20030212,78,TNLPC30,070,TNLP,PN *,R$,0.15,0.16,0.13,0.14,0.14,0.14,0.15,376,1728400000,253157.0
20030212,78,TNLPC32,070,TNLP,PN *,R$,0.05,0.06,0.04,0.05,0.06,0.05,0.06,65,187200000,10250.0
20030212,78,TNLPC24,070,TNLP,PN *,R$,2.2,2.38,2.06,2.25,2.26,2.26,2.32,307,670400000,1510824.0
20030212,78,TNLPC22,070,TNLP,PN *,R$,3.9,4.0,3.75,3.87,3.95,3.75,4.0,34,45100000,174673.0
20030212,62,TRPL4T,030,TRPL,PN *    N1,R$,5.39,5.4,5.39,5.39,5.4,0.0,0.0,2,3028400,16326.58
20030212,62,TRPL4T,030,TRPL,PN *    N1,R$,5.42,5.43,5.42,5.42,5.43,0.0,0.0,4,3737999,20276.48
20030212,62,TSPP3T,030,TSPP,ON *,R$,3.64,3.64,3.63,3.63,3.63,0.0,0.0,2,2000000,7266.0
20030212,38,TSPPB2E,012,TSPP,PN *,R$,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1,1000000,3000.0
20030212,62,TSPP4T,030,TSPP,PN *,R$,3.54,3.55,3.47,3.52,3.52,0.0,0.0,47,434700000,1532107.16
20030212,62,TSPP4T,030,TSPP,PN *,R$,3.55,3.56,3.55,3.55,3.56,0.0,0.0,2,150000000,533901.6
20030212,62,TSPP4T,030,TSPP,PN *,R$,3.59,3.6,3.56,3.57,3.6,0.0,0.0,12,84100000,301071.52
20030212,62,TSPP4T,030,TSPP,PN *,R$,3.61,3.61,3.6,3.6,3.6,0.0,0.0,2,500000,1800.93
20030212,62,TSPP4T,030,TSPP,PN *,R$,3.57,3.58,3.57,3.57,3.58,0.0,0.0,2,1000000,3571.06
20030212,62,TSPP4T,030,TSPP,PN *,R$,3.67,3.67,3.66,3.66,3.67,0.0,0.0,4,41000000,150354.05
20030212,78,TSPPB3,070,TSPP,PN *,R$,0.18,0.22,0.16,0.19,0.21,0.16,0.21,26,14300000,2769.0
20030212,78,TSPPB4,070,TSPP,PN *,R$,0.03,0.03,0.02,0.02,0.02,0.02,0.03,29,292800000,7458.0
20030212,78,TSPPB5,070,TSPP,PN *,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.01,3,10500000,105.0
20030212,78,TSPPL40,070,TSPP,PN *,R$,1.31,1.31,1.3,1.3,1.3,1.3,1.4,3,5000000,6505.0
20030212,78,TSPPC39,070,TSPP,PN *,R$,0.08,0.09,0.08,0.08,0.09,0.08,0.09,14,55500000,4930.0
20030212,78,TSPPC36,070,TSPP,PN *,R$,0.19,0.2,0.16,0.18,0.19,0.17,0.19,30,74800000,13567.0
20030212,78,TSPPC33,070,TSPP,PN *,R$,0.36,0.36,0.36,0.36,0.36,0.35,0.37,5,7000000,2520.0
20030212,78,TSPPC30,070,TSPP,PN *,R$,0.59,0.59,0.57,0.58,0.57,0.55,0.6,3,6000000,3480.0
20030212,62,UBBR4T,030,UBBR,PN *    N1,R$,35.28,35.29,35.28,35.28,35.29,0.0,0.0,2,400000,14114.08
20030212,62,UNIP6T,030,UNIP,PNB,R$,1.02,1.03,1.02,1.02,1.03,0.0,0.0,2,6000,6164.53
20030212,62,UNIP6T,030,UNIP,PNB,R$,1.06,1.07,1.05,1.05,1.06,0.0,0.0,6,313000,330253.01
20030212,62,USIM5T,030,USIM,PNA,R$,7.79,7.79,7.78,7.78,7.78,0.0,0.0,2,6000,46689.48
20030212,62,USIM5T,030,USIM,PNA,R$,8.1,8.11,8.1,8.1,8.11,0.0,0.0,2,300,2432.16
20030212,62,VAGV4T,030,VAGV,PN      N1,R$,1.0,1.01,1.0,1.0,1.01,0.0,0.0,2,15000,15062.25
20030212,62,VALE5T,030,VALE,PNA,R$,101.93,101.94,101.93,101.93,101.94,0.0,0.0,2,1000,101933.46
