data_pregao,codigo_bdi,codigo_negociacao,tipo_mercado,nome_empresa,especificacao_papel,moeda,preco_abertura,preco_maximo,preco_minimo,preco_medio,preco_ultimo,preco_melhor_oferta_compra,preco_melhor_oferta_venda,numero_negocios,quantidade_total,volume_total
20030212,02,FLCL5,010,F CATAGUAZES,PNA*,R$,1.2,1.2,1.2,1.2,1.2,1.11,1.23,1,100000,120.0
20030212,96,GOAU4F,020,GERDAU MET,PN *,R$,53.13,53.13,52.0,52.41,53.13,53.13,57.0,13,143367,7515.24
20030212,96,GGBR4F,020,GERDAU,PN *    N1,R$,29.91,32.2,29.1,31.46,32.0,32.0,32.5,29,591493,18619.16
20030212,96,GGBR3F,020,GERDAU,ON *    N1,R$,22.0,23.0,22.0,22.16,23.0,23.0,0.0,3,62952,1395.08
20030212,02,GUAR4,010,GUARARAPES,PN,R$,5.7,5.7,5.7,5.7,5.7,5.5,6.8,2,600,3420.0
20030212,02,IGBR5,010,GRADIENTE,PNA,R$,7.01,7.01,7.0,7.0,7.0,6.9,7.05,2,4000,28020.0
20030212,96,IENG5F,020,IENERGIA,PNA,R$,0.17,0.17,0.16,0.16,0.16,0.16,0.23,3,370,59.21
20030212,02,IDNT3,010,IDEIASNET,ON,R$,0.32,0.32,0.32,0.32,0.32,0.27,0.32,2,3100,992.0
20030212,96,ICPI4F,020,CIM ITAU,PN *,R$,500.0,500.0,500.0,500.0,500.0,470.0,0.0,1,3900,1950.0
20030212,96,ICPI3F,020,CIM ITAU,ON *,R$,420.0,420.0,420.0,420.0,420.0,420.0,0.0,2,5300,2226.0
20030212,02,IBOV11,010,IBOVESPA,IBO,R$,10527.0,10527.0,10527.0,10527.0,10527.0,0.0,0.0,34,11400,120007800.0
20030212,96,HGTX4F,020,CIA HERING,PN *    N1,R$,0.17,0.17,0.17,0.17,0.17,0.17,0.23,3,47852,8.13
20030212,96,ITAU3F,020,ITAUBANCO,ON *EJ  N1,R$,150.0,151.0,150.0,150.0,150.0,145.0,159.98,3,16676,2501.42
20030212,96,INEP4F,020,INEPAR,PN *,R$,0.54,0.54,0.48,0.48,0.49,0.49,0.5,8,104757,51.26
20030212,02,INEP4,010,INEPAR,PN *,R$,0.5,0.51,0.5,0.5,0.5,0.5,0.51,19,60900000,30695.0
20030212,96,ILMD4F,020,ADUBOS TREVO,PN *,R$,0.57,0.57,0.57,0.57,0.57,0.57,0.0,2,37314,21.25
20030212,96,IGUA6F,020,IGUACU CAFE,PNB,R$,3.0,3.0,2.9,2.97,2.9,2.65,3.0,3,831,2473.0
20030212,02,IGUA6,010,IGUACU CAFE,PNB,R$,2.9,2.9,2.9,2.9,2.9,2.0,0.0,7,44000,127600.0
20030212,96,IGUA5F,020,IGUACU CAFE,PNA,R$,3.0,3.0,3.0,3.0,3.0,2.5,0.0,1,7,21.0
20030212,02,IGUA5,010,IGUACU CAFE,PNA,R$,3.2,3.2,3.2,3.2,3.2,0.0,0.0,2,52000,166400.0
20030212,02,IGUA3,010,IGUACU CAFE,ON,R$,2.8,2.8,2.8,2.8,2.8,2.0,0.0,1,1000,2800.0
20030212,96,ITSA4F,020,ITAUSA,PN      N1,R$,1.9,1.93,1.86,1.89,1.91,1.89,1.93,25,6360,12032.66
20030212,96,ITSA3F,020,ITAUSA,ON      N1,R$,3.2,3.22,3.2,3.2,3.22,3.22,0.0,2,1426,4575.44
20030212,96,ITEC3F,020,ITAUTEC,ON,R$,2.7,2.7,2.7,2.7,2.7,2.7,2.95,1,16,43.2
20030212,96,ITAU4F,020,ITAUBANCO,PN *EJ  N1,R$,159.1,161.0,158.0,159.82,160.55,157.16,161.0,29,98746,15782.38
20030212,96,LAME4F,020,LOJAS AMERIC,PN *I02,R$,8.49,8.7,8.49,8.61,8.7,8.6,8.7,2,21169,182.32
20030212,02,LAME4,010,LOJAS AMERIC,PN *I02,R$,8.65,8.65,8.5,8.59,8.6,8.52,8.6,8,22100000,189865.0
20030212,96,KLBN4F,020,KLABIN S/A,PN      N1,R$,1.05,1.05,1.05,1.05,1.05,1.03,1.09,1,309,324.45
20030212,02,KLBN4,010,KLABIN S/A,PN      N1,R$,1.09,1.11,1.08,1.09,1.1,1.1,1.11,59,166000,181670.0
20030212,96,LIPR3F,020,LIGHTPAR,ON *,R$,1.25,1.25,1.25,1.25,1.25,1.02,3.0,3,10912,13.64
20030212,96,LIGH3F,020,LIGHT,ON *,R$,27.5,27.5,27.5,27.5,27.5,27.32,31.49,2,5711,157.05
20030212,02,LIGH3,010,LIGHT,ON *,R$,27.9,29.5,27.5,28.19,28.11,28.11,28.99,79,7750000,218498.9
20030212,58,MEND6,010,MENDES JR,PNB*,R$,50.0,51.0,50.0,50.94,51.0,47.52,52.0,2,530000,27000.0
20030212,96,MAGS5F,020,MAGNESITA,PNA*,R$,4.35,4.35,4.35,4.35,4.35,4.16,4.35,1,1,0.0
20030212,96,MNSA4F,020,MANASA,PN *,R$,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,22000,10.99
20030212,02,MNSA4,010,MANASA,PN *,R$,0.4,0.6,0.4,0.58,0.58,0.5,0.58,18,105800000,61810.0
20030212,96,MNSA3F,020,MANASA,ON *,R$,0.35,0.35,0.35,0.35,0.35,0.38,0.7,4,95000,33.23
20030212,02,MNSA3,010,MANASA,ON *,R$,0.55,0.55,0.4,0.43,0.4,0.41,1.0,3,500000,215.0
20030212,02,MNPR4,010,MINUPAR,PN *,R$,0.07,0.07,0.07,0.07,0.07,0.06,0.08,1,5000000,350.0
20030212,96,MGEL4F,020,MANGELS INDL,PN *,R$,2.28,2.28,2.28,2.28,2.28,1.99,2.28,1,2,0.0
20030212,96,MEND6F,020,MENDES JR,PNB*,R$,45.0,45.0,45.0,45.0,45.0,45.0,56.99,1,300,13.5
20030212,02,MTSA4,010,METISA,PN *,R$,36.98,36.98,36.98,36.98,36.98,34.0,36.99,1,100000,3698.0
20030212,96,MSAN4F,020,BUNGE BRASIL,PN,R$,1.7,1.7,1.7,1.7,1.7,1.66,1.89,1,109,185.3
20030212,02,MSAN4,010,BUNGE BRASIL,PN,R$,1.76,1.76,1.7,1.74,1.76,1.76,1.78,6,26000,45320.0
20030212,96,MSAN3F,020,BUNGE BRASIL,ON,R$,1.85,1.85,1.73,1.79,1.73,1.73,1.82,4,814,1464.87
20030212,02,MSAN3,010,BUNGE BRASIL,ON,R$,1.79,1.79,1.78,1.78,1.78,1.75,1.83,3,3000,5350.0
20030212,02,PALF3,010,PAUL F LUZ,ON *,R$,51.0,51.0,51.0,51.0,51.0,50.01,52.5,1,10000,510.0
20030212,02,OSAO4,010,PLASCAR PART,PN *,R$,0.65,0.65,0.65,0.65,0.65,0.65,0.0,1,1400000,910.0
20030212,02,PETR3,010,PETROBRAS,ON,R$,50.89,51.8,50.5,51.3,51.59,51.59,52.0,258,283900,14565940.0
20030212,96,PCAR4F,020,P.ACUCAR-CBD,PN *,R$,46.7,50.0,46.4,47.63,47.5,47.2,49.9,6,17988,856.86
20030212,02,PCAR4,010,P.ACUCAR-CBD,PN *,R$,46.6,47.8,45.8,46.95,47.8,47.2,47.8,48,10260000,481781.2
20030212,02,PALF11,010,PAUL F LUZ,PRC*,R$,82.0,82.0,82.0,82.0,82.0,82.0,85.0,1,10000,820.0
20030212,02,PMAM4,010,PARANAPANEMA,PN *,R$,0.84,0.84,0.84,0.84,0.84,0.71,0.84,1,100000,84.0
20030212,02,PLTO6,010,POLITENO,PNB*,R$,5.0,5.0,4.86,4.86,4.86,4.39,5.0,2,3000000,14594.0
20030212,96,PLIM4F,020,NET,PN      N2,R$,0.31,0.31,0.3,0.3,0.3,0.3,0.31,11,459,140.57
20030212,02,PLIM4,010,NET,PN      N2,R$,0.31,0.32,0.3,0.3,0.3,0.3,0.31,309,8981000,2747427.0
20030212,02,PLDN4,010,POLIALDEN,PN *,R$,234.99,234.99,228.0,233.82,228.0,222.01,230.0,3,840000,196413.7
20030212,02,PETR4,010,PETROBRAS,PN,R$,46.7,47.1,45.9,46.62,46.85,46.8,46.85,796,1291300,60205887.0
20030212,96,PETR3F,020,PETROBRAS,ON,R$,50.77,51.7,50.5,51.05,51.65,51.01,51.7,36,1011,51624.33
20030212,96,PRGA4F,020,PERDIGAO S/A,PN      N1,R$,10.2,10.25,10.2,10.2,10.2,10.12,10.4,4,79,806.3
20030212,02,PRGA4,010,PERDIGAO S/A,PN      N1,R$,10.45,10.45,10.22,10.3,10.27,10.2,10.27,22,46200,476033.0
20030212,96,PQUN4F,020,PETROQ UNIAO,PN,R$,6.6,6.6,6.6,6.6,6.6,6.05,0.0,1,500,3300.0
20030212,96,POMO4F,020,MARCOPOLO,PN      N2,R$,3.89,3.89,3.62,3.74,3.62,3.5,4.06,4,68,254.89
20030212,96,PVFS4F,020,PEVE FINASA,PN *,R$,8.5,8.5,8.5,8.5,8.5,8.05,20.0,4,544,4.61
20030212,02,PTQS4,010,PETROQUISA,PN *,R$,101.0,101.0,101.0,101.0,101.0,100.9,102.0,4,90000,9086.0
20030212,96,PTIP4F,020,IPIRANGA PET,PN *,R$,6.8,6.8,6.75,6.78,6.75,6.75,7.05,2,9224,62.54
20030212,02,PTIP4,010,IPIRANGA PET,PN *,R$,7.05,7.1,6.86,7.01,6.86,6.85,7.13,56,23500000,164817.0
20030212,96,PTIP3F,020,IPIRANGA PET,ON *,R$,7.3,7.5,7.3,7.35,7.5,7.1,7.5,3,100000,735.08
20030212,96,RCTB31F,020,TELES RCTB,RON*EJ,R$,85.01,87.0,85.01,85.37,86.01,86.01,88.99,5,135893,11602.33
20030212,96,RPAD6F,020,ALFA HOLDING,PNB,R$,1.53,1.53,1.5,1.52,1.5,1.5,0.0,4,1149,1752.57
20030212,96,RNPT3F,020,RENNER PART,ON *,R$,5.02,5.02,5.02,5.02,5.02,3.5,0.0,1,31500,158.13
20030212,02,RHDS3,010,RHODIA-STER,ON,R$,0.08,0.08,0.08,0.08,0.08,0.07,0.08,2,2700000,216000.0
20030212,02,SBSP3,010,SABESP,ON *    NM,R$,85.2,89.1,84.02,87.54,89.0,88.51,89.0,439,110070000,9636285.5
20030212,96,SALM4F,020,SEARA ALM,PN *,R$,3.0,3.3,2.45,2.8,2.45,2.45,0.0,5,133876,375.84
20030212,02,SALM4,010,SEARA ALM,PN *,R$,2.9,2.9,2.9,2.9,2.9,2.7,2.9,1,100000,290.0
20030212,96,SALM3F,020,SEARA ALM,ON *,R$,2.4,2.4,2.4,2.4,2.4,2.3,0.0,3,103840,249.2
20030212,02,RSID3,010,ROSSI RESID,ON      N1,R$,0.26,0.26,0.22,0.23,0.24,0.21,0.24,16,179000,42000.0
20030212,96,RPSA4F,020,RIPASA,PN      N1,R$,1.29,1.29,1.26,1.28,1.26,1.26,1.31,4,522,668.92
20030212,96,SDIA4F,020,SADIA S/A,PN  EJ  N1,R$,1.22,1.22,1.18,1.19,1.18,1.17,1.18,8,1757,2101.76
20030212,02,SCAR3,010,SAO CARLOS,ON *,R$,8.0,8.0,8.0,8.0,8.0,8.0,8.49,2,1000000,8000.0
20030212,02,SUZA4,010,SUZANO,PN,R$,5.75,5.9,5.75,5.77,5.9,5.75,5.85,8,21000,121250.0
20030212,96,SLED4F,020,SARAIVA LIVR,PN,R$,8.84,8.84,8.84,8.84,8.84,8.7,9.5,1,70,618.8
20030212,02,TCOC4,010,TELE CTR OES,PN *,R$,4.32,4.4,4.2,4.28,4.22,4.22,4.24,389,1275700000,5462260.0
20030212,96,TCOC3F,020,TELE CTR OES,ON *,R$,11.75,11.9,11.75,11.79,11.85,11.76,12.0,11,420837,4961.89
20030212,02,TCOC3,010,TELE CTR OES,ON *,R$,11.9,11.9,11.86,11.89,11.9,11.9,12.0,11,53600000,637836.0
20030212,96,TBLE6F,020,TRACTEBEL,PNB*,R$,2.15,2.15,2.15,2.15,2.15,2.13,2.15,2,48000,103.19
20030212,02,TBLE3,010,TRACTEBEL,ON *,R$,3.25,3.3,3.22,3.24,3.23,3.23,3.25,48,61000000,197662.0
20030212,02,SZPQ4,010,SUZANO PETR,PN,R$,1.3,1.3,1.29,1.29,1.29,1.28,1.34,2,7000,9080.0
20030212,96,SUZA4F,020,SUZANO,PN,R$,5.7,6.0,5.7,5.79,6.0,5.55,6.0,4,1383,8015.31
20030212,96,TELB3F,020,TELEBRAS,ON *,R$,0.02,0.03,0.01,0.01,0.03,0.02,0.03,28,415751,4.5
20030212,02,TELB3,010,TELEBRAS,ON *,R$,0.01,0.01,0.01,0.01,0.01,0.01,0.02,5,2200000,22.0
20030212,96,TEFC11F,020,TELEFONICA,BDR,R$,33.6,33.6,33.4,33.53,33.4,33.0,34.95,4,127,4259.2
20030212,96,TDBH4F,020,TEF DATA BRA,PN *,R$,0.49,0.49,0.4,0.4,0.49,0.43,0.49,11,118434,47.33
20030212,02,TDBH4,010,TEF DATA BRA,PN *,R$,0.41,0.41,0.41,0.41,0.41,0.41,0.43,8,16500000,6765.0
20030212,96,TDBH3F,020,TEF DATA BRA,ON *,R$,0.37,0.38,0.37,0.37,0.37,0.37,1.0,15,402722,148.94
20030212,02,TDBH3,010,TEF DATA BRA,ON *,R$,0.37,0.37,0.37,0.37,0.37,0.37,0.43,7,12400000,4588.0
20030212,96,TCSL4F,020,TELE CL SUL,PN *,R$,2.3,2.37,2.3,2.32,2.37,2.33,2.49,15,422042,982.76
20030212,02,TCSL4,010,TELE CL SUL,PN *,R$,2.35,2.39,2.3,2.36,2.35,2.35,2.39,257,934100000,2210710.0
20030212,96,TCSL3F,020,TELE CL SUL,ON *,R$,1.64,1.66,1.64,1.65,1.66,1.68,1.7,23,714642,1179.85
20030212,02,TCSL3,010,TELE CL SUL,ON *,R$,1.67,1.7,1.65,1.67,1.67,1.67,1.69,91,184100000,308594.0
20030212,96,TCOC4F,020,TELE CTR OES,PN *,R$,4.3,4.35,4.2,4.26,4.23,4.23,4.65,28,587209,2505.86
20030212,02,TMAR5,010,TELEMAR N L,PNA*,R$,38.19,38.19,37.4,37.79,37.75,37.75,37.99,327,351300000,13278616.0
20030212,96,TLPP4F,020,TELESP,PN *,R$,30.0,32.0,30.0,31.23,30.8,30.05,31.0,21,394772,12331.95
20030212,96,TLPP3F,020,TELESP,ON *,R$,21.1,23.5,21.1,22.57,23.5,22.62,23.5,29,496584,11211.44
20030212,96,TLCP4F,020,TELE LEST CL,PN *,R$,0.39,0.4,0.39,0.39,0.4,0.42,0.49,14,309092,121.63
20030212,02,TLCP4,010,TELE LEST CL,PN *,R$,0.4,0.42,0.39,0.4,0.4,0.4,0.41,125,1580500000,638716.0
20030212,96,TLCP3F,020,TELE LEST CL,ON *,R$,0.45,0.45,0.44,0.44,0.44,0.44,0.0,17,421642,187.37
20030212,02,TLCP3,010,TELE LEST CL,ON *,R$,0.45,0.45,0.44,0.44,0.45,0.44,0.45,28,194700000,87604.0
20030212,96,TIBR5F,020,MILLENNIUM,PNA*,R$,46.0,46.0,46.0,46.0,46.0,42.0,50.0,1,45000,2070.0
20030212,96,TELB4F,020,TELEBRAS,PN *,R$,0.01,0.02,0.01,0.01,0.01,0.01,0.02,15,430524,4.43
20030212,02,TELB4,010,TELEBRAS,PN *,R$,0.01,0.01,0.01,0.01,0.01,0.01,0.02,3,256200000,2562.0
20030212,02,TNCP4,010,TELE NORT CL,PN *,R$,0.34,0.34,0.33,0.33,0.34,0.33,0.34,11,330400000,111643.0
20030212,96,TNCP3F,020,TELE NORT CL,ON *,R$,0.69,0.73,0.69,0.69,0.69,0.69,0.78,14,473415,327.81
20030212,02,TNCP3,010,TELE NORT CL,ON *,R$,0.7,0.7,0.65,0.67,0.68,0.68,0.69,7,2500000,1692.0
20030212,96,TMGC11F,020,TELEMIG CL,PNE*,R$,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1,3000,60.0
20030212,02,TMCP4,010,TELEMIG PART,PN *,R$,2.52,2.52,2.46,2.49,2.46,2.46,2.47,336,1593100000,3969392.0
20030212,96,TMCP3F,020,TELEMIG PART,ON *,R$,3.67,4.09,3.67,3.81,3.81,3.81,4.0,22,513440,1958.08
20030212,02,TMCP3,010,TELEMIG PART,ON *,R$,4.0,4.38,3.85,3.99,3.88,3.88,3.98,34,19400000,77469.0
20030212,96,TMAR5F,020,TELEMAR N L,PNA*,R$,37.8,37.81,37.25,37.67,37.5,37.25,42.0,23,785423,29589.94
20030212,96,TPRC6F,020,TELEPAR CL,PNB*,R$,62.05,62.06,62.05,62.05,62.05,62.05,65.0,4,5621,348.77
20030212,96,TPRC3F,020,TELEPAR CL,ON *,R$,64.02,64.02,64.01,64.01,64.01,64.02,69.0,4,3183,203.74
20030212,02,TOYB5,010,TECTOY,PNA*,R$,0.03,0.03,0.03,0.03,0.03,0.02,0.03,1,1000000,30.0
20030212,96,TNLP4F,020,TELEMAR,PN *,R$,25.2,25.6,25.11,25.27,25.31,25.3,25.45,54,1241865,31385.9
20030212,02,TNLP4,010,TELEMAR,PN *,R$,25.4,25.55,25.1,25.32,25.31,25.31,25.5,1275,2739300000,69377328.0
20030212,96,TNLP3F,020,TELEMAR,ON *,R$,17.55,18.4,17.55,18.16,18.3,17.85,18.35,37,977506,17762.95
20030212,02,TNLP3,010,TELEMAR,ON *,R$,18.3,18.5,18.13,18.27,18.45,18.45,18.5,172,121300000,2216498.0
20030212,96,TNEP4F,020,TELE NORD CL,PN *,R$,2.27,2.52,2.27,2.4,2.47,2.35,2.48,10,225542,541.53
20030212,02,TNEP4,010,TELE NORD CL,PN *,R$,2.4,2.48,2.4,2.43,2.42,2.42,2.47,259,1022200000,2485317.0
20030212,96,TNEP3F,020,TELE NORD CL,ON *,R$,1.85,1.86,1.82,1.84,1.86,1.84,1.87,13,390433,720.33
20030212,02,TNEP3,010,TELE NORD CL,ON *,R$,1.87,1.9,1.85,1.87,1.9,1.88,1.9,5,3800000,7142.0
20030212,96,TNCP4F,020,TELE NORT CL,PN *,R$,0.33,0.35,0.33,0.33,0.33,0.35,0.39,15,295341,97.4
20030212,96,TSPP4F,020,TELESP CL PA,PN *,R$,3.4,3.5,3.37,3.43,3.41,3.4,3.5,48,874650,3005.18
20030212,02,TSPP4,010,TELESP CL PA,PN *,R$,3.45,3.49,3.38,3.44,3.46,3.46,3.47,737,4010200000,13828813.0
20030212,96,TSPP3F,020,TELESP CL PA,ON *,R$,3.13,3.7,3.13,3.46,3.48,3.48,3.69,22,407661,1413.12
20030212,02,TSPP3,010,TELESP CL PA,ON *,R$,3.45,3.5,3.45,3.49,3.45,3.45,3.57,11,7700000,26895.0
20030212,96,TSEP4F,020,TELE SUDESTE,PN *,R$,5.9,6.4,5.9,6.26,6.3,6.3,6.48,8,239968,1503.98
20030212,96,TSEP3F,020,TELE SUDESTE,ON *,R$,4.34,5.0,4.34,4.94,4.97,4.95,5.0,19,569190,2814.16
20030212,96,TRPL4F,020,TRAN PAULIST,PN *    N1,R$,5.09,5.3,5.09,5.17,5.2,5.11,5.8,10,295768,1531.8
20030212,02,USIM6,010,USIMINAS,PNB,R$,7.5,7.5,7.5,7.5,7.5,7.31,0.0,1,1000,7500.0
20030212,96,USIM5F,020,USIMINAS,PNA,R$,7.52,7.79,7.45,7.57,7.51,7.5,7.79,17,573,4339.16
20030212,02,USIM5,010,USIMINAS,PNA,R$,7.61,7.7,7.47,7.59,7.63,7.6,7.63,382,1084100,8235868.0
20030212,96,USIM3F,020,USIMINAS,ON,R$,6.55,6.55,5.31,6.39,5.31,5.31,6.45,2,57,364.67
20030212,02,USIM3,010,USIMINAS,ON,R$,6.65,6.7,6.55,6.65,6.7,6.4,6.8,4,800,5322.0
20030212,96,UNIP6F,020,UNIPAR,PNB,R$,0.98,1.02,0.98,1.0,1.0,0.99,1.0,6,1700,1700.0
20030212,02,UGPA4,010,ULTRAPAR,PN *,R$,24.3,24.4,24.0,24.21,24.3,24.01,24.3,18,30700000,743265.0
20030212,96,UBBR11F,020,UNIBANCO,UNT*    N1,R$,82.5,84.0,81.0,82.32,81.0,80.05,81.0,9,114952,9461.74
20030212,96,UBBR4F,020,UNIBANCO,PN *    N1,R$,33.49,34.0,32.01,33.63,33.5,33.5,34.5,9,128818,4333.17
20030212,96,UBBR3F,020,UNIBANCO,ON *    N1,R$,96.0,96.0,96.0,96.0,96.0,88.1,96.0,2,93888,9013.24
20030212,96,VCPA4F,020,V C P,PN *    N1,R$,129.0,132.5,125.0,128.5,132.5,130.0,132.0,9,17623,2264.57
20030212,02,VCPA4,010,V C P,PN *    N1,R$,130.75,134.98,130.75,132.28,132.13,132.13,132.98,185,80970000,10710885.7
20030212,96,VALE5F,020,VALE R DOCE,PNA,R$,100.39,100.6,98.41,99.71,98.41,98.4,99.8,48,739,73564.8
20030212,96,VALE3F,020,VALE R DOCE,ON,R$,105.01,105.01,102.0,103.65,103.2,100.51,103.2,54,1595,165301.91
20030212,96,VAGV4F,020,VARIG,PN      N1,R$,0.96,0.96,0.96,0.96,0.96,0.93,1.1,1,197,189.12
20030212,02,VAGV4,010,VARIG,PN      N1,R$,0.92,0.95,0.92,0.93,0.95,0.91,0.95,8,46000,42830.0
20030212,62,ACES4T,030,ACES,PN *,R$,1.01,1.03,1.01,1.02,1.03,0.0,0.0,6,340000000,348620.35
20030212,62,ACES4T,030,ACES,PN *,R$,1.05,1.05,1.04,1.04,1.04,0.0,0.0,2,10000000,10475.72
20030212,78,ACESB9,070,ACES,PN *,R$,0.2,0.21,0.2,0.2,0.21,0.21,0.23,7,10000000,2005.0
20030212,62,BBAS3T,030,BBAS,ON *ED,R$,9.79,9.8,9.79,9.79,9.79,0.0,0.0,6,9000000,88146.27
20030212,62,BBAS3T,030,BBAS,ON *ED,R$,10.05,10.06,10.05,10.05,10.06,0.0,0.0,2,3000000,30165.93
20030212,78,BBDCB31,070,BBDC,PN *    N1,R$,0.1,0.1,0.1,0.1,0.1,0.0,0.15,2,700000,70.0
20030212,38,BBDCB30E,012,BBDC,PN *    N1,R$,9.42,9.42,9.42,9.42,9.42,0.0,0.0,1,100000,942.0
20030212,62,BBDC4T,030,BBDC,PN *EJ  N1,R$,9.92,9.92,9.91,9.91,9.91,0.0,0.0,2,10000000,99186.75
20030212,62,BBDC4T,030,BBDC,PN *EJ  N1,R$,10.1,10.1,10.09,10.09,10.09,0.0,0.0,2,200000,2018.38
20030212,62,BDLL4T,030,BDLL,PN,R$,43.92,43.93,43.92,43.92,43.93,0.0,0.0,2,200,8784.85
20030212,62,BELG4T,030,BELG,PN *,R$,427.26,427.27,427.26,427.26,427.27,0.0,0.0,2,200000,85453.2
20030212,62,BNBR4T,030,BNBR,PN *,R$,1.05,1.06,1.03,1.05,1.03,0.0,0.0,4,6000000,6341.3
20030212,62,BOBR4T,030,BOBR,PN *,R$,6.25,6.26,6.22,6.24,6.23,0.0,0.0,6,20000000,124853.34
20030212,62,BRAP3T,030,BRAP,ON *    N1,R$,0.6,0.61,0.6,0.6,0.61,0.0,0.0,2,480200000,292681.42
20030212,62,BRAP4T,030,BRAP,PN *    N1,R$,0.69,0.7,0.69,0.69,0.7,0.0,0.0,2,50000000,34578.0
20030212,62,BRAP4T,030,BRAP,PN *    N1,R$,0.69,0.7,0.69,0.69,0.7,0.0,0.0,2,50000000,34918.0
20030212,62,BRAP4T,030,BRAP,PN *    N1,R$,0.71,0.71,0.7,0.7,0.7,0.0,0.0,2,20000000,14105.92
20030212,62,BRAP4T,030,BRAP,PN *    N1,R$,0.7,0.71,0.7,0.7,0.71,0.0,0.0,2,10000000,7058.4
20030212,62,BRAP4T,030,BRAP,PN *    N1,R$,0.72,0.72,0.71,0.71,0.71,0.0,0.0,2,5000000,3581.1
20030212,62,BRKM5T,030,BRKM,PNA*,R$,169.56,169.57,169.56,169.56,169.57,0.0,0.0,2,500000,84781.2
20030212,62,BRKM5T,030,BRKM,PNA*,R$,178.21,178.21,178.21,178.21,178.21,0.0,0.0,1,280000,49898.8
20030212,62,BRTO4T,030,BRTO,PN *EJ  N1,R$,9.96,9.97,9.96,9.96,9.97,0.0,0.0,2,22500000,224140.29
20030212,62,BRTO4T,030,BRTO,PN *EJ  N1,R$,10.18,10.22,10.05,10.14,10.06,0.0,0.0,11,34500000,350149.26
20030212,62,BRTO4T,030,BRTO,PN *EJ  N1,R$,10.41,10.42,10.26,10.26,10.42,0.0,0.0,6,1136100000,11665958.3
20030212,62,BRTO4T,030,BRTO,PN *EJ  N1,R$,10.62,10.62,10.61,10.61,10.61,0.0,0.0,2,1000000,10611.27
20030212,62,CCRO3T,030,CCRO,ON      NM,R$,7.81,7.82,7.81,7.81,7.82,0.0,0.0,2,30000,234526.5
20030212,62,CESP3T,030,CESP,ON *,R$,6.31,6.32,6.31,6.31,6.32,0.0,0.0,2,1000000,6319.58
20030212,62,CESP3T,030,CESP,ON *,R$,6.34,6.43,6.34,6.34,6.42,0.0,0.0,4,21500000,136383.39
20030212,62,CESP3T,030,CESP,ON *,R$,6.61,6.62,6.61,6.61,6.62,0.0,0.0,2,7000000,46304.7
20030212,62,CESP3T,030,CESP,ON *,R$,6.63,6.63,6.62,6.62,6.62,0.0,0.0,2,7000000,46343.06
20030212,62,CESP4T,030,CESP,PN *,R$,6.52,6.53,6.45,6.49,6.45,0.0,0.0,4,14000000,90988.44
20030212,62,CESP4T,030,CESP,PN *,R$,6.69,6.7,6.61,6.62,6.62,0.0,0.0,6,45500000,301547.11
20030212,62,CESP4T,030,CESP,PN *,R$,6.64,6.65,6.64,6.64,6.65,0.0,0.0,2,1000000,6649.65
20030212,62,CGAS5T,030,CGAS,PNA*,R$,45.45,45.46,45.45,45.45,45.46,0.0,0.0,2,600000,27273.2
20030212,62,CGAS5T,030,CGAS,PNA*,R$,46.08,46.09,46.08,46.08,46.09,0.0,0.0,2,1700000,78340.68
20030212,62,CLSC6T,030,CLSC,PNB     N2,R$,0.49,0.49,0.48,0.48,0.49,0.0,0.0,6,228000,110072.97
20030212,62,CLSC6T,030,CLSC,PNB     N2,R$,0.49,0.5,0.49,0.49,0.5,0.0,0.0,2,8000,3985.15
20030212,62,CLSC6T,030,CLSC,PNB     N2,R$,0.5,0.51,0.5,0.5,0.51,0.0,0.0,2,9000,4565.81
20030212,78,CLSCC1,070,CLSC,PNB     N2,R$,0.11,0.11,0.11,0.11,0.11,0.07,0.1,2,2000,220.0
20030212,78,CLSCC2,070,CLSC,PNB     N2,R$,0.03,0.03,0.03,0.03,0.03,0.0,0.02,2,2000,60.0
20030212,62,CMET4T,030,CMET,PN *,R$,527.61,527.62,527.61,527.61,527.62,0.0,0.0,2,5000000,2638098.0
20030212,62,CMIG4T,030,CMIG,PN *    N1,R$,26.1,26.11,26.1,26.1,26.11,0.0,0.0,2,1000000,26100.49
20030212,62,CNFB4T,030,CNFB,PN,R$,3.7,3.7,3.69,3.69,3.69,0.0,0.0,2,5000,18473.85
20030212,62,CNFB4T,030,CNFB,PN,R$,3.74,3.75,3.72,3.73,3.72,0.0,0.0,4,3000,11208.44
20030212,62,CNFB4T,030,CNFB,PN,R$,3.89,3.9,3.89,3.89,3.9,0.0,0.0,2,20000,77835.0
20030212,62,CNFB4T,030,CNFB,PN,R$,3.93,3.94,3.78,3.93,3.78,0.0,0.0,4,57000,224051.37
20030212,62,CNFB4T,030,CNFB,PN,R$,3.88,3.89,3.88,3.88,3.89,0.0,0.0,2,19000,73765.6
20030212,62,CPLE3T,030,CPLE,ON *,R$,6.65,6.66,6.65,6.65,6.66,0.0,0.0,2,1000000,6659.38
20030212,62,CPLE3T,030,CPLE,ON *,R$,6.64,6.65,6.64,6.64,6.65,0.0,0.0,2,10000000,66482.0
20030212,62,CPLE3T,030,CPLE,ON *,R$,6.78,6.79,6.78,6.78,6.79,0.0,0.0,2,5000000,33929.52
